"","subject.id","subject.mass","cage","Date.Time","vo2","vco2","ee","rer","feed","feed.acc","drink","drink.acc","xytot","xyamb","wheel","wheel.acc","pedmeter","allmeter","body.temp","hour","day","exp.hour","exp.day"
"1","1",29.76437,"1",2014-08-25 09:52:00,105.5505,95.30298,0.5213796,0.9029203,0,0,0,0.0102,7778,NA,NA,NA,13.2333,14.84659,NA,2014-08-25 09:00:00,2014-08-25,0,0
"2","1",29.68341,"1",2014-08-25 09:57:00,119.22444,102.96,0.5837373,0.8636058,0,0,0,0.0133667,8259.067,NA,NA,NA,18.11461,20.06708,NA,2014-08-25 09:00:00,2014-08-25,0,0
"3","1",29.65853,"1",2014-08-25 10:02:00,110.99784,96.43314,0.5440977,0.8687991,0,0,0.00158335,0.0133667,8675.933,NA,NA,NA,21.05153,23.37196,NA,2014-08-25 10:00:00,2014-08-25,1,0
"4","1",29.65957,"1",2014-08-25 10:07:00,109.3725,95.2386,0.536371,0.8707824,0,0,0.00158335,0.0133667,9150.2,NA,NA,NA,26.2012,28.86362,NA,2014-08-25 10:00:00,2014-08-25,1,0
"5","1",29.65988,"1",2014-08-25 10:12:00,124.78158,109.3356,0.6126895,0.8760588,0,0,0.00158335,0.0133667,9549.067,NA,NA,NA,28.87822,31.93251,NA,2014-08-25 10:00:00,2014-08-25,1,0
"6","1",29.65802,"1",2014-08-25 10:17:00,116.87676,104.1897,0.5756652,0.8890496,0,0,0.00681665,0.0186,9885.667,NA,NA,NA,31.24284,34.51078,NA,2014-08-25 10:00:00,2014-08-25,1,0
"7","1",29.65637,"1",2014-08-25 10:22:00,100.2096,85.57704,0.4895743,0.8537084,0,0,0.04041665,0.0522,10424,NA,NA,NA,33.69537,37.53008,NA,2014-08-25 10:00:00,2014-08-25,1,0
"8","1",29.65516,"1",2014-08-25 10:27:00,108.53502,98.80074,0.5370101,0.9103201,0,0,0.04041665,0.0522,10592.866,NA,NA,NA,34.51796,38.47425,NA,2014-08-25 10:00:00,2014-08-25,1,0
"9","1",29.64137,"1",2014-08-25 10:32:00,116.62734,101.28462,0.571649,0.8678447,0,0,0.04041665,0.0522,11289,NA,NA,NA,39.41341,43.85838,NA,2014-08-25 10:00:00,2014-08-25,1,0
"10","1",29.62263,"1",2014-08-25 10:37:00,106.21056,93.3699,0.5218429,0.8790527,0,0,0.04421665,0.056,11308,NA,NA,NA,40.15091,44.64588,NA,2014-08-25 10:00:00,2014-08-25,1,0
"11","1",29.59475,"1",2014-08-25 10:42:00,114.3081,99.8541,0.560927,0.8743242,0,0,0.04421665,0.056,11310,NA,NA,NA,40.30841,44.80338,NA,2014-08-25 10:00:00,2014-08-25,1,0
"12","1",29.55557,"1",2014-08-25 10:47:00,121.2753,103.2708,0.5921622,0.8516296,0,0,0.04421665,0.056,11344,NA,NA,NA,40.86091,45.44588,NA,2014-08-25 10:00:00,2014-08-25,1,0
"13","1",29.53015,"1",2014-08-25 10:52:00,118.88652,99.89256,0.579013,0.8401094,0,0,0.04681665,0.0586,11353,NA,NA,NA,41.23091,45.82588,NA,2014-08-25 10:00:00,2014-08-25,1,0
"14","1",29.53553,"1",2014-08-25 10:57:00,94.66506,82.0107,0.4637788,0.8642129,0,0,0.04681665,0.0586,11368,NA,NA,NA,41.26341,45.91338,NA,2014-08-25 10:00:00,2014-08-25,1,0
